Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
48800  Otsola-Mäntykangas (Kotka),122,0,0,2,0,0,14,4,31,4,0,0,0,2,8,0,0,54,1,2,0,0,0
48810  Rantahaka (Kotka),218,11,0,119,0,0,0,33,7,26,0,0,1,6,1,0,1,4,1,8,0,0,0
48900  Sunila (Kotka),401,0,0,194,0,0,118,24,7,2,4,0,1,3,1,2,14,28,0,3,0,0,0
48910  Suulisniemi (Kotka),108,0,0,1,0,0,24,9,12,1,6,0,1,2,2,0,0,45,1,4,0,0,0
48930  Tiutinen (Kotka),17,1,0,1,0,1,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49200  Heinlahti (Pyhtää),81,5,0,9,0,0,23,3,12,0,0,0,0,3,2,0,0,15,7,2,0,0,0
49210  Huutjärvi (Pyhtää),173,1,0,0,0,0,14,3,3,13,0,0,1,5,1,1,56,66,5,4,0,0,0
49220  Siltakylä (Pyhtää),455,13,0,101,0,5,63,41,12,13,2,13,1,22,12,30,0,97,9,21,0,0,0
49240  Purolanlahti (Pyhtää),16,4,1,0,0,0,1,0,0,4,0,0,0,0,1,0,5,0,0,0,0,0,0
49270  Pyhtää kk (Pyhtää),90,10,0,0,0,0,11,10,0,22,0,1,1,5,17,0,7,3,1,2,0,0,0
49290  Vastila (Pyhtää),55,22,0,1,0,0,4,1,5,0,0,0,0,0,17,0,4,0,0,1,0,0,0
49300  Tavastila (Kotka),51,2,0,1,0,0,28,0,0,0,0,0,0,0,3,0,8,9,0,0,0,0,0
49340  Juurikorpi (Kotka),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49400  Hamina Keskus (Hamina),3559,60,0,75,34,32,185,424,123,169,18,61,52,139,158,497,188,1047,72,225,0,0,0
49410  Poitsila (Hamina),234,3,0,3,0,0,22,35,56,4,0,2,0,1,2,0,51,47,1,7,0,0,0
49420  Uusi-Summa (Hamina),338,4,0,22,0,4,28,42,84,8,68,0,2,18,10,0,11,34,0,3,0,0,0
49460  Hillo (Hamina),1069,0,0,451,0,6,108,32,310,19,11,0,5,31,20,40,9,12,2,13,0,0,0
49480  Vanha-Summa (Hamina),63,6,0,0,0,0,38,6,6,0,2,0,0,4,0,0,0,0,0,1,0,0,0
49490  Neuvoton (Hamina),277,5,6,72,0,0,94,26,2,0,0,1,0,9,0,0,7,48,1,6,0,0,0
49510  Husula (Hamina),103,26,0,2,0,0,5,10,1,6,0,0,1,1,0,0,20,25,1,5,0,0,0
49520  Reitkalli (Hamina),55,9,0,0,0,8,10,2,4,6,0,0,0,0,3,0,0,6,6,1,0,0,0
49540  Metsäkylä (Hamina),41,8,0,16,0,0,4,6,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0
49570  Kannusjärvi (Hamina),46,29,0,1,0,0,3,1,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0
49610  Sivatti (Hamina),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49630  Vehkajoki (Hamina),86,3,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,74,0,0,0,0,0
49640  Paijärvi (Hamina),10,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49660  Pyhältö (Hamina),74,38,0,3,0,0,8,5,9,0,0,0,0,0,0,0,5,5,0,1,0,0,0
49700  Miehikkälä Kirkonkylä (Miehikkälä),276,34,0,3,1,0,7,12,1,12,0,7,0,1,0,23,15,134,0,26,0,0,0
49720  Hurttala (Miehikkälä),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49730  Muurikkala (Miehikkälä),40,15,0,2,0,0,3,1,9,0,0,0,0,1,0,0,2,6,1,0,0,0,0
49750  Kalliokoski (Miehikkälä),47,13,0,0,0,0,0,0,27,0,0,0,0,0,2,0,0,5,0,0,0,0,0
49760  Suur-Miehikkälä (Miehikkälä),33,8,0,1,0,0,5,1,10,0,0,0,0,1,2,0,4,0,0,1,0,0,0
49770  Salo-Miehikkälä (Miehikkälä),24,17,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49780  Onkamaa (Hamina),12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49840  Mäntlahti (Hamina),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49860  Klamila (Virolahti),67,20,0,0,0,0,17,7,3,1,1,0,0,0,0,0,8,9,0,1,0,0,0
49900  Virolahti Keskus (Virolahti),503,54,17,4,0,0,30,91,21,15,5,7,3,16,52,28,50,80,5,25,0,0,0
49930  Vaalimaa (Virolahti),430,9,0,0,0,0,5,46,7,19,0,0,0,9,1,334,0,0,0,0,0,0,0
49960  Ala-Pihlaja (Virolahti),27,19,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
49980  Ravijoki (Virolahti),87,10,0,3,0,0,7,0,0,3,0,0,0,0,0,0,63,1,0,0,0,0,0
50100  Mikkeli Keskus (Mikkeli),9849,73,0,785,165,42,226,993,274,417,189,242,181,368,319,1172,1111,2269,416,425,182,0,0
50120  Siekkilä (Mikkeli),189,1,0,0,0,22,28,12,11,3,3,0,1,6,39,0,0,43,4,16,0,0,0
50130  Nuijamies (Mikkeli),2705,3,0,267,10,9,196,415,139,148,200,2,4,137,110,139,120,702,8,96,0,0,0
50150  Karkialampi (Mikkeli),1358,2,0,381,0,17,163,214,85,3,57,1,1,38,4,366,1,20,2,3,0,0,0
50160  Kattilansilta (Mikkeli),95,0,0,0,0,0,9,18,2,3,0,0,3,3,10,0,2,39,0,6,0,0,0
50170  Peitsari (Mikkeli),1100,7,0,152,0,4,148,216,120,10,3,3,11,35,19,0,111,217,20,24,0,0,0
50180  Visulahti (Mikkeli),185,9,0,5,0,0,19,15,1,15,1,4,0,2,0,0,15,90,4,5,0,0,0
50190  Tuppurala (Mikkeli),637,9,4,0,0,0,13,249,15,53,16,4,0,129,0,0,40,93,5,7,0,0,0
50200  Kovala (Mikkeli),54,9,0,3,0,0,14,3,8,0,0,1,0,0,6,0,6,3,1,0,0,0,0
50300  Rämälä (Mikkeli),53,17,0,2,0,1,2,2,1,0,0,0,0,1,0,0,10,13,4,0,0,0,0
50350  Norola (Mikkeli),70,2,0,4,0,0,8,29,3,10,0,0,1,1,0,0,0,12,0,0,0,0,0
50500  Tuukkala-Kaituenmäki (Mikkeli),177,4,0,0,0,0,4,14,15,16,0,0,5,0,2,0,14,103,0,0,0,0,0
50520  Moision Sairaala-alue (Mikkeli),270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0
50600  Karikko (Mikkeli),998,24,0,246,0,0,104,114,66,21,1,2,3,142,8,43,66,143,6,8,0,0,1
50670  Otava (Mikkeli),391,29,0,101,0,5,26,52,10,10,0,1,1,4,0,5,104,31,3,9,0,0,0
50700  Syysjärvi (Mikkeli),247,12,0,11,0,0,34,1,1,26,0,0,0,1,3,0,9,147,2,0,0,0,0
50770  Korpikoski (Mikkeli),48,6,0,2,0,0,12,3,9,0,0,0,0,1,1,0,1,12,0,1,0,0,0
50800  Annilanselkä (Mikkeli),138,7,0,5,0,7,24,6,21,0,0,0,0,4,0,0,36,23,3,2,0,0,0
50970  Ihastjärvi (Mikkeli),282,18,0,3,0,0,19,15,14,1,0,2,0,10,60,0,6,129,3,2,0,0,0
51130  Vanhamäki (Mikkeli),31,14,0,1,0,0,5,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,0
51200  Kangasniemi Keskus (Kangasniemi),1281,111,0,229,1,10,95,146,58,58,11,14,10,24,27,51,61,306,15,54,0,0,0
51260  Tahkomäki (Kangasniemi),16,7,0,0,0,0,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
51270  Kutemajärvi (Kangasniemi),27,18,0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0
51310  Levä (Kangasniemi),13,3,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0
51335  Kaihlamäki (Kangasniemi),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51340  Hännilä-Särkiharju (Kangasniemi),30,11,0,6,0,0,8,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
51360  Koivula-Synsiö (Kangasniemi),14,9,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
51380  Synsiö (Kangasniemi),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51420  Harjumaa-Pajulankylä (Mikkeli),30,16,0,3,0,0,6,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0
51430  Läsäkoski (Kangasniemi),17,6,0,6,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51440  Vuojalahti (Kangasniemi),60,30,0,2,0,0,21,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0
51450  Pajulankylä (Mikkeli),16,9,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51460  Luusniemi (Kangasniemi),35,22,0,0,0,0,4,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
51520  Hiirola (Mikkeli),43,13,2,9,0,3,4,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51540  Kalvitsa (Mikkeli),48,20,0,1,0,0,1,2,3,0,5,0,0,0,15,0,0,0,1,0,0,0,0
51600  Haukivuori Keskus-Piitkäaho (Mikkeli),296,62,1,28,1,0,6,29,25,8,1,5,2,7,2,4,20,84,3,8,0,0,0
51620  Pitkäaho (Mikkeli),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51670  Nykälä (Mikkeli),16,12,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51720  Rahula (Mikkeli),62,19,0,2,0,0,8,2,5,3,0,2,0,1,1,0,7,7,3,2,0,0,0
51740  Huuhanaho (Mikkeli),29,6,0,2,0,0,1,7,9,0,0,0,1,1,2,0,0,0,0,0,0,0,0
51760  Nuutilanmäki (Juva),95,24,1,34,0,0,4,22,0,0,0,0,0,0,1,0,6,3,0,0,0,0,0
51780  Kuosmala (Juva),19,14,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
51810  Maivala (Juva),49,38,0,1,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51820  Hatsola (Juva),45,19,0,2,0,0,7,5,4,0,0,0,0,0,1,0,5,0,0,2,0,0,0
51850  Vuorenmaa (Juva),25,18,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0
51860  Narila (Juva),10,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51880  Koikkala (Juva),41,25,0,1,0,0,6,1,1,0,0,1,0,0,1,0,4,0,0,1,0,0,0
51890  Risulahti (Juva),32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51900  Juva Keskus (Juva),1464,103,3,199,6,9,96,202,85,71,5,23,5,28,53,54,74,354,20,74,0,0,0
51930  Paatela (Juva),34,9,0,9,0,0,9,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
51940  Härkälä (Juva),13,9,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
51980  Lauteala (Juva),45,24,0,2,0,0,6,7,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0
52100  Anttola (Mikkeli),250,23,4,8,0,0,25,34,18,47,0,1,1,3,6,0,23,46,4,7,0,0,0
52110  Majavesi (Mikkeli),47,15,0,1,0,0,6,2,2,0,4,0,0,15,0,0,1,0,1,0,0,0,0
52150  Hauhala (Mikkeli),14,8,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
52200  Puumala Keskus (Puumala),483,77,0,23,0,2,38,61,35,35,2,4,2,13,26,20,32,95,4,14,0,0,0
52230  Hurissalo (Puumala),34,18,0,0,0,0,7,3,1,1,0,0,0,0,1,0,0,0,1,2,0,0,0
52270  Ryhälä (Puumala),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52300  Ristiina Keskus (Mikkeli),532,37,0,18,0,4,49,89,34,31,4,8,4,28,4,5,66,121,5,25,0,0,0
52320  Vitsiälä (Mikkeli),95,5,0,5,0,1,17,1,12,2,0,0,0,0,5,0,2,45,0,0,0,0,0
52330  Heimari (Mikkeli),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52340  Hangastenmaa (Mikkeli),37,25,0,0,0,0,5,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0
52360  Someenjärvi (Mikkeli),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52420  Pellosniemi (Mikkeli),702,19,3,586,0,0,23,7,42,11,0,0,0,0,0,0,0,10,0,1,0,0,0
52510  Hietanen (Hirvensalmi),49,18,0,12,0,0,8,1,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0
52520  Syväsmäki (Hirvensalmi),17,5,0,0,0,0,4,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
52550  Hirvensalmi Keskus (Hirvensalmi),461,48,12,108,0,0,40,38,5,21,1,6,3,4,8,29,25,86,3,24,0,0,0
52610  Tuukkalanlahti (Hirvensalmi),26,22,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52620  Kuitula (Hirvensalmi),29,7,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0
52700  Mäntyharju Keskus (Mäntyharju),1471,95,0,328,5,2,114,154,74,52,11,13,29,37,27,60,68,340,11,50,1,0,0
52720  Karankamäki-Koirakivi (Mäntyharju),13,6,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52730  Koirakivi (Mäntyharju),12,7,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52740  Tuustaipale (Mäntyharju),69,16,0,4,0,0,4,0,0,0,0,0,0,0,0,0,8,36,0,1,0,0,0
52760  Mynttilä (Mäntyharju),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52780  Kuomiokoski (Mikkeli),83,0,0,81,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52830  Suomenniemi (Mikkeli),89,24,0,1,0,0,1,10,8,11,0,2,0,1,0,4,0,24,1,2,0,0,0
52850  Halmeniemi (Mäntyharju),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52890  Käävänkylä (Mäntyharju),15,8,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52920  Voikoski (Kouvola),99,6,0,84,0,0,3,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0
52960  Nurmaa (Mäntyharju),14,9,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0
52970  Pankalahti-Ahvenainen (Mäntyharju),16,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52980  Ahvenainen (Heinola),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
53100  Lappeenranta keskus (Lappeenranta),7550,13,3,63,12,5,381,841,168,598,427,314,161,585,241,892,528,1691,250,376,0,0,1
53130  Keskussairaala-alue-Kimpinen (Lappeenranta),2395,0,0,0,0,0,2,2,5,38,6,0,0,144,406,70,0,1703,17,2,0,0,0
53200  Kaukas-Tirilä (Lappeenranta),1321,0,0,995,2,0,51,90,37,22,0,0,2,8,4,0,18,10,72,10,0,0,0
53300  Lauritsala-Mälkiä (Lappeenranta),1401,28,0,170,0,6,126,113,156,51,7,0,11,41,66,0,89,435,18,84,0,0,0
53400  Laihia (Lappeenranta),230,23,0,99,0,0,40,10,39,3,0,0,0,5,5,0,3,0,0,3,0,0,0
53420  Mustola (Lappeenranta),466,2,0,14,0,3,19,137,157,0,6,0,0,9,0,100,0,1,16,2,0,0,0
53500  Parkkarila-Harapainen-Reijola (Lappeenranta),2795,3,0,235,0,1,475,765,467,220,15,1,9,62,391,0,7,95,22,27,0,0,0
53550  Kourulanmäki (Lappeenranta),1464,2,0,148,0,33,215,554,41,1,0,1,3,33,208,0,53,169,1,2,0,0,0
53600  Kesämäki (Lappeenranta),2413,40,0,512,70,8,323,498,24,47,11,1,27,92,105,151,239,237,4,24,0,0,0
53650  Mattila-Kuusela (Lappeenranta),420,8,42,193,24,3,34,29,30,2,0,0,0,2,17,0,0,32,3,1,0,0,0
53810  Kuusimäki-Lavola (Lappeenranta),541,3,0,70,0,8,191,30,45,18,2,1,1,12,3,0,12,97,34,14,0,0,0
53830  Rutola (Lappeenranta),70,2,0,0,0,0,12,4,43,0,0,0,0,4,2,0,0,3,0,0,0,0,0
53850  Skinnarila (Lappeenranta),2740,26,0,99,0,0,96,113,58,44,344,8,5,216,9,69,1156,345,67,85,0,0,0
53900  Pallo-Tysterniemi-Leiri (Lappeenranta),961,4,5,194,0,0,17,59,1,60,62,0,33,132,4,244,40,50,28,28,0,0,0
53920  Voisalmi (Lappeenranta),399,0,0,86,50,0,29,50,21,5,1,1,0,4,2,0,47,98,0,5,0,0,0
53950  Kivisalmi (Lappeenranta),79,3,0,2,0,0,6,14,20,5,3,1,2,8,6,0,2,1,2,4,0,0,0
54100  Joutseno Keskus (Lappeenranta),1730,62,2,624,0,0,153,116,126,26,6,16,17,13,40,16,145,301,9,58,0,0,0
54110  Lampikangas (Lappeenranta),192,0,0,74,0,8,36,4,10,0,0,0,3,3,48,0,0,1,0,5,0,0,0
54120  Pulp (Lappeenranta),427,16,0,283,0,0,21,9,54,4,0,0,0,1,2,0,10,22,0,5,0,0,0
54190  Konnunsuo (Lappeenranta),111,6,0,0,0,33,2,1,3,8,0,0,0,0,0,0,0,58,0,0,0,0,0
54230  Nuijamaa (Lappeenranta),469,25,1,2,0,0,15,63,15,0,0,0,0,9,2,327,3,0,4,3,0,0,0
54250  Rapattila (Lappeenranta),21,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,3,0,0,0,0
54260  Hanhijärvi (Lappeenranta),91,19,15,15,0,0,19,3,3,0,0,0,1,2,5,0,7,1,1,0,0,0,0
54270  Vainikkala (Lappeenranta),221,28,0,0,0,0,7,0,81,4,2,0,0,1,1,95,0,0,1,1,0,0,0
54300  Vilkjärvi (Lappeenranta),93,14,0,13,0,0,36,4,13,0,0,0,0,3,0,0,5,2,2,1,0,0,0
54310  Hytti (Lappeenranta),68,9,0,3,0,0,13,2,37,0,0,0,0,2,0,0,0,2,0,0,0,0,0
54330  Simola (Lappeenranta),76,16,0,9,0,0,8,2,7,0,0,0,0,12,2,0,5,8,0,7,0,0,0
54390  Pulsa (Lappeenranta),13,7,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
54410  Ylämaa Keskus (Lappeenranta),194,35,18,26,0,0,16,12,27,5,0,0,1,3,1,0,0,43,0,7,0,0,0
54430  Hujakkala (Lappeenranta),28,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54460  Ylijärvi (Lappeenranta),11,4,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54490  Ahomäki (Miehikkälä),13,9,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54500  Taavetti-Somerharju (Luumäki),901,69,5,139,0,1,48,80,66,13,3,12,2,52,30,24,56,186,6,109,0,0,0
54510  Uro (Luumäki),205,110,1,36,0,0,32,0,7,16,0,0,3,0,0,0,0,0,0,0,0,0,0
54530  Luumäki (Luumäki),126,30,0,8,0,0,20,12,20,10,0,0,0,14,1,0,9,1,0,1,0,0,0
54550  Suo-Anttila (Luumäki),15,5,7,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
54580  Somerharju (Luumäki),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
54590  Kaitjärvi (Luumäki),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
54710  Lemi Keskus (Lemi),378,32,1,47,0,0,30,15,3,26,1,9,2,10,18,25,32,100,4,23,0,0,0
54720  Laksiainen (Lemi),25,19,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54750  Välijoki (Savitaipale),62,34,0,0,0,0,9,1,8,0,0,0,0,0,6,0,0,4,0,0,0,0,0
54770  Heituinlahti (Savitaipale),90,31,1,25,0,0,8,8,3,0,0,0,0,0,0,8,4,1,0,1,0,0,0
54800  Savitaipale Keskus (Savitaipale),793,81,0,68,3,6,44,59,74,48,9,11,2,24,19,23,69,229,6,18,0,0,0
54820  Kotimäki (Lemi),10,4,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54850  Kuukanniemi (Lemi),62,7,0,15,0,0,15,7,6,1,2,1,1,1,1,0,0,1,1,3,0,0,0
54915  Saimaanharju-Kyläniemi (Taipalsaari),209,0,0,1,2,0,19,35,21,10,1,1,0,7,5,0,45,49,10,3,0,0,0
54920  Taipalsaari (Taipalsaari),343,12,3,22,0,0,38,11,37,18,1,0,3,9,7,27,32,89,3,31,0,0,0
54930  Levänen (Taipalsaari),51,23,0,14,0,0,6,1,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0
54940  Solkei (Taipalsaari),12,7,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
54950  Pettilä (Savitaipale),11,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0
54960  Vehkataipale (Taipalsaari),42,6,0,2,0,0,7,4,3,1,0,0,2,3,0,0,5,5,1,3,0,0,0
55100  Imatra Keskus (Imatra),2385,42,0,79,0,30,265,488,140,196,40,105,71,143,90,131,204,227,50,84,0,0,0
55120  Mansikkala-Tuulikallio (Imatra),2236,0,0,212,30,15,200,423,106,93,4,9,10,73,239,145,236,310,64,67,0,0,0
55300  Rauha-Tiuruniemi (Lappeenranta),226,1,0,73,0,4,5,17,50,10,1,0,0,1,21,0,18,20,0,5,0,0,0
55320  Rauha (Lappeenranta),161,0,0,1,0,0,22,7,2,83,2,0,32,5,5,0,1,1,0,0,0,0,0
55330  Tiuruniemi (Lappeenranta),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
55400  Tainionkoski-Mustalampi (Imatra),124,4,0,29,7,0,9,0,2,20,0,0,0,1,0,0,31,21,0,0,0,0,0
55420  Karhumäki-Karhukallio (Imatra),320,2,0,25,0,0,28,34,22,127,1,1,4,3,28,0,6,13,5,21,0,0,0
55510  Sotkulampi-Linnasuo (Imatra),115,0,0,0,0,12,2,11,1,9,2,0,0,8,70,0,0,0,0,0,0,0,0
55610  Rajapatsas-Teppanala (Imatra),1005,5,0,633,0,6,9,70,21,24,3,0,2,9,6,179,0,27,1,10,0,0,0
55700  Vintteri-Virasoja (Imatra),126,5,0,0,0,0,22,4,66,0,0,0,0,5,0,0,10,11,0,3,0,0,0
55800  Vuoksenniska-Saarlampi (Imatra),2919,24,0,1668,12,3,70,285,134,44,5,10,4,35,45,38,64,433,6,39,0,0,0
55910  Rautio-Kurkvuori (Imatra),357,1,0,4,0,0,6,13,21,2,6,1,0,9,2,194,44,42,0,12,0,0,0
56100  Ruokolahti Keskus (Ruokolahti),494,18,0,6,2,3,13,61,16,37,3,2,7,9,18,22,106,132,13,26,0,0,0
56120  Salosaari (Ruokolahti),42,5,0,0,0,0,5,3,2,4,0,1,1,0,0,0,0,17,1,3,0,0,0
56140  Äitsaari (Ruokolahti),22,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56210  Virmutjoki (Ruokolahti),58,11,0,0,0,0,18,3,12,1,2,0,0,4,0,0,7,0,0,0,0,0,0
56310  Syyspohja (Ruokolahti),18,10,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0
56330  Utula (Ruokolahti),13,7,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56350  Kyläniemi (Taipalsaari),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
56410  Kaiturinpää (Ruokolahti),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
56440  Pohja-Lankila (Ruokolahti),19,6,0,0,0,0,0,1,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0
56510  Puntala (Ruokolahti),173,30,0,85,0,0,3,0,17,5,0,0,0,4,21,0,6,0,0,2,0,0,0
56550  Niska-Pietilä (Rautjärvi),12,6,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56610  Rautjärvi (Rautjärvi),79,3,2,1,0,0,10,4,4,1,1,0,1,3,4,0,6,36,1,2,0,0,0
56640  Purnujärvi (Rautjärvi),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
56710  Miettilä (Rautjärvi),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
56730  Laikko (Rautjärvi),33,9,0,1,0,0,2,2,2,0,1,0,0,0,15,0,0,0,0,1,0,0,0
56800  Simpele (Rautjärvi),687,42,0,278,0,3,11,37,16,46,15,9,11,18,9,23,48,91,6,24,0,0,0
57100  Heikinpohja-Piispanmäki (Savonlinna),2039,33,0,24,13,0,38,386,49,108,129,95,78,186,44,70,322,223,41,200,0,0,0
57120  Savonlinna (Savonlinna),960,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,4,951,0,0,0,0,0
57130  Savonlinna Keskus (Savonlinna),1372,40,0,6,0,8,5,84,10,199,12,3,18,136,97,429,6,206,80,33,0,0,0
57170  Sortteerinlahti-Talvisalo (Savonlinna),565,0,0,96,0,0,5,15,3,9,0,1,0,3,6,0,7,415,3,2,0,0,0
57200  Miekonniemi-Venäjänniemi (Savonlinna),1180,1,0,395,0,0,74,157,14,24,13,0,3,38,66,1,333,40,2,19,0,0,0
57210  Nojanmaa (Savonlinna),848,6,0,276,0,10,69,284,25,12,57,1,1,12,9,0,17,50,11,8,0,0,0
57220  Haka-alue-Viuhonmäki (Savonlinna),209,0,0,3,3,0,33,72,14,3,0,0,3,6,1,0,4,66,0,1,0,0,0
57230  Inkerinkylä (Savonlinna),1211,26,0,405,16,40,158,85,195,27,10,0,6,15,20,0,66,127,2,13,0,0,0
57310  Rinkilä (Savonlinna),120,23,0,0,0,0,6,10,12,2,0,0,0,1,6,0,0,48,12,0,0,0,0
57510  Laitaatsilta (Savonlinna),112,0,0,11,0,0,13,45,24,17,0,0,0,0,0,0,0,0,0,2,0,0,0
